sourcevertex,targetvertex,weight,sourcelon,sourcelat,targetlon,targetlat
326235_184190,327238_184612,20.39974,-3.065283,51.551754,-3.0508962,51.555687
326235_184190,326000_184135,4.4992247,-3.065283,51.551754,-3.0686603,51.551228
327238_184612,326235_184190,20.39974,-3.0508962,51.555687,-3.065283,51.551754
327238_184612,327848_185115,14.761356,-3.0508962,51.555687,-3.0422106,51.560284
325065_184022,324299_183911,14.475402,-3.0821187,51.550087,-3.09314,51.54899
325065_184022,325442_184052,7.0517554,-3.0821187,51.550087,-3.076689,51.550407
324299_183911,325065_184022,14.475402,-3.09314,51.54899,-3.0821187,51.550087
324299_183911,322806_183149,31.436226,-3.09314,51.54899,-3.1145,51.541935
324298_183926,325461_184068,21.894947,-3.0931575,51.54912,-3.0764184,51.550556
324298_183926,322803_183162,31.477982,-3.0931575,51.54912,-3.114546,51.542053
325461_184068,324298_183926,21.894947,-3.0764184,51.550556,-3.0931575,51.54912
325461_184068,326227_184205,14.517344,-3.0764184,51.550556,-3.0654016,51.551888
325461_184068,326218_184221,14.752595,-3.0764184,51.550556,-3.0655348,51.55203
325461_184068,325442_184052,0.46360508,-3.0764184,51.550556,-3.076689,51.550407
326489_184282,327228_184628,15.265413,-3.0616398,51.552612,-3.0510492,51.555824
326489_184282,326218_184221,5.179067,-3.0616398,51.552612,-3.0655348,51.55203
326489_184282,326227_184205,5.090894,-3.0616398,51.552612,-3.0654016,51.551888
327228_184628,326489_184282,15.265413,-3.0510492,51.555824,-3.0616398,51.552612
327228_184628,327834_185128,14.690707,-3.0510492,51.555824,-3.0424063,51.560394
311808_180929,312828_181466,21.932043,-3.2724802,51.520374,-3.2579188,51.525352
311808_180929,311157_180484,14.862578,-3.2724802,51.520374,-3.2817574,51.516266
312828_181466,311808_180929,21.932043,-3.2579188,51.525352,-3.2724802,51.520374
312828_181466,313380_181519,10.334832,-3.2579188,51.525352,-3.2499814,51.52592
313380_181519,312828_181466,10.334832,-3.2499814,51.52592,-3.2579188,51.525352
313380_181519,313706_181549,6.101244,-3.2499814,51.52592,-3.245294,51.526234
313380_181519,313678_181630,6.3801155,-3.2499814,51.52592,-3.2457173,51.526955
317193_183670,316418_183367,15.648302,-3.1955416,51.545822,-3.2066393,51.542984
317193_183670,317568_183719,7.0552974,-3.1955416,51.545822,-3.1901448,51.546326
316418_183367,317193_183670,15.648302,-3.2066393,51.542984,-3.1955416,51.545822
316418_183367,315497_182403,25.106815,-3.2066393,51.542984,-3.219689,51.53418
325248_183860,324838_183505,10.113563,-3.0794454,51.548656,-3.0852811,51.54541
325248_183860,325442_184052,5.0910807,-3.0794454,51.548656,-3.076689,51.550407
324838_183505,325248_183860,10.113563,-3.0852811,51.54541,-3.0794454,51.548656
324838_183505,324400_183008,12.358141,-3.0852811,51.54541,-3.0914893,51.540882
328146_185542,328175_185554,0.58495885,-3.038003,51.564156,-3.0375872,51.564266
328146_185542,328298_185831,6.091737,-3.038003,51.564156,-3.0358696,51.566772
328146_185542,327900_185203,7.8167877,-3.038003,51.564156,-3.0414817,51.561077
328146_185542,327900_185203,8.010097,-3.038003,51.564156,-3.0414817,51.561077
328175_185554,328146_185542,0.58495885,-3.0375872,51.564266,-3.038003,51.564156
328175_185554,328312_185659,3.2554882,-3.0375872,51.564266,-3.0356326,51.565228
328175_185554,328017_185318,5.295947,-3.0375872,51.564266,-3.0398178,51.562122
328175_185554,328306_185807,5.3134694,-3.0375872,51.564266,-3.0357494,51.56656
315983_119803,316391_119943,8.052785,-3.197965,50.97149,-3.1921875,50.972805
315983_119803,316427_119899,8.537827,-3.197965,50.97149,-3.191665,50.972416
315983_119803,315216_119314,16.99643,-3.197965,50.97149,-3.208772,50.96698
316391_119943,315983_119803,8.052785,-3.1921875,50.972805,-3.197965,50.97149
316391_119943,316505_119970,2.184182,-3.1921875,50.972805,-3.1905706,50.973064
316000_119831,316387_119962,7.6214285,-3.1977293,50.971745,-3.1922488,50.972977
316000_119831,316383_120001,7.857239,-3.1977293,50.971745,-3.1923091,50.973328
316000_119831,315208_119328,17.533293,-3.1977293,50.971745,-3.208889,50.967106
316387_119962,316000_119831,7.6214285,-3.1922488,50.972977,-3.1977293,50.971745
316387_119962,316501_119987,2.1765392,-3.1922488,50.972977,-3.1906314,50.973217
316427_119899,315983_119803,8.537827,-3.191665,50.972416,-3.197965,50.97149
316383_120001,316000_119831,7.857239,-3.1923091,50.973328,-3.1977293,50.971745
316498_119919,316819_120012,6.2936206,-3.1906586,50.972607,-3.1861088,50.973488
316819_120012,316498_119919,6.2936206,-3.1861088,50.973488,-3.1906586,50.972607
316819_120012,317647_120022,15.438776,-3.1861088,50.973488,-3.1743207,50.973698
316819_120012,316505_119970,5.9112906,-3.1861088,50.973488,-3.1905706,50.973064
320213_183572,321494_183208,24.84006,-3.1519752,51.54538,-3.1334276,51.542286
320213_183572,319261_183712,17.936129,-3.1519752,51.54538,-3.1657214,51.54651
321494_183208,320213_183572,24.84006,-3.1334276,51.542286,-3.1519752,51.54538
321494_183208,321774_183128,5.4309087,-3.1334276,51.542286,-3.1293733,51.541603
321494_183208,321767_183064,5.784904,-3.1334276,51.542286,-3.1294599,51.541027
279692_185789,279504_186072,6.357373,-3.7368379,51.55811,-3.7396455,51.560616
279692_185789,279571_186073,5.7612295,-3.7368379,51.55811,-3.738677,51.560642
279692_185789,280260_183337,47.03103,-3.7368379,51.55811,-3.7278132,51.536194
279504_186072,279692_185789,6.357373,-3.7396455,51.560616,-3.7368379,51.55811
279571_186073,279692_185789,5.7612295,-3.738677,51.560642,-3.7368379,51.55811
279571_186073,279491_186247,3.5647445,-3.738677,51.560642,-3.739893,51.562183
279584_186080,279700_185818,5.3416176,-3.738489,51.560703,-3.7367325,51.558372
279584_186080,279503_186252,3.5442393,-3.738489,51.560703,-3.7397215,51.562233
279700_185818,279584_186080,5.3416176,-3.7367325,51.558372,-3.738489,51.560703
279700_185818,279627_186124,5.8993607,-3.7367325,51.558372,-3.7378898,51.561108
279700_185818,280274_183358,47.210728,-3.7367325,51.558372,-3.7276185,51.536385
279491_186247,279571_186073,3.5647445,-3.739893,51.562183,-3.738677,51.560642
279491_186247,278833_187464,25.856934,-3.739893,51.562183,-3.7498007,51.57298
279491_186247,278833_187464,25.856934,-3.739893,51.562183,-3.7498007,51.57298
279503_186252,279584_186080,3.5442393,-3.7397215,51.562233,-3.738489,51.560703
279503_186252,279375_186507,5.3188753,-3.7397215,51.562233,-3.7416549,51.564495
308457_116162,307135_115760,25.794485,-3.304203,50.937614,-3.322913,50.933784
308457_116162,308978_116343,10.301465,-3.304203,50.937614,-3.2968268,50.93932
307135_115760,308457_116162,25.794485,-3.322913,50.933784,-3.304203,50.937614
307135_115760,305695_114923,31.148407,-3.322913,50.933784,-3.343177,50.926025
308479_116187,307135_115781,26.19732,-3.3038895,50.937843,-3.322905,50.933975
308479_116187,308958_116354,9.455343,-3.3038895,50.937843,-3.2971241,50.939415
307135_115781,308479_116187,26.19732,-3.322905,50.933975,-3.3038895,50.937843
307135_115781,305684_114936,31.410688,-3.322905,50.933975,-3.3433304,50.926144
297048_94281,296948_93882,7.6594567,-3.460371,50.73898,-3.461669,50.735382
297048_94281,297322_95152,17.045828,-3.460371,50.73898,-3.4567323,50.74686
296948_93882,297048_94281,7.6594567,-3.461669,50.735382,-3.460371,50.73898
296948_93882,296911_93608,5.1678824,-3.461669,50.735382,-3.4621234,50.732906
296911_93608,296948_93882,5.1678824,-3.4621234,50.732906,-3.461669,50.735382
296911_93608,296891_93175,8.071612,-3.4621234,50.732906,-3.4622858,50.72902
296911_93608,296916_93237,6.9091506,-3.4621234,50.732906,-3.461935,50.729576
291405_182728,291144_182723,4.873725,-3.5669932,51.53298,-3.5707526,51.532887
291405_182728,291026_182772,7.1257606,-3.5669932,51.53298,-3.5724792,51.5333
291405_182728,292058_182791,12.254311,-3.5669932,51.53298,-3.5576127,51.53367
291144_182723,291405_182728,4.873725,-3.5707526,51.532887,-3.5669932,51.53298
291144_182723,291098_182657,1.6029513,-3.5707526,51.532887,-3.571406,51.53228
291144_182723,291092_182707,1.0392433,-3.5707526,51.532887,-3.5715022,51.532734
293090_182619,294216_181943,25.291922,-3.5426764,51.532326,-3.5262573,51.526455
293090_182619,292055_182811,19.763332,-3.5426764,51.532326,-3.557662,51.533848
294216_181943,293090_182619,25.291922,-3.5262573,51.526455,-3.5426764,51.532326
294216_181943,295682_180729,36.30268,-3.5262573,51.526455,-3.5047731,51.515816
292055_182811,293090_182619,19.763332,-3.557662,51.533848,-3.5426764,51.532326
292055_182811,291333_182756,13.561427,-3.557662,51.533848,-3.56805,51.533215
323331_122057,322292_121248,24.56529,-3.093797,50.992786,-3.1084347,50.985367
323331_122057,324041_122609,16.742165,-3.093797,50.992786,-3.0838113,50.997837
322292_121248,323331_122057,24.56529,-3.1084347,50.985367,-3.093797,50.992786
322292_121248,321037_120560,26.956388,-3.1084347,50.985367,-3.1261644,50.97901
321037_120560,322292_121248,26.956388,-3.1261644,50.97901,-3.1084347,50.985367
321037_120560,320221_120455,15.350976,-3.1261644,50.97901,-3.1377625,50.977955
321039_120579,322282_121263,26.717222,-3.12614,50.979183,-3.10858,50.9855
321039_120579,320224_120474,15.332894,-3.12614,50.979183,-3.137724,50.978127
322282_121263,321039_120579,26.717222,-3.10858,50.9855,-3.12614,50.979183
322282_121263,323326_122075,24.650852,-3.10858,50.9855,-3.0938854,50.992943
323326_122075,322282_121263,24.650852,-3.0938854,50.992943,-3.10858,50.9855
323326_122075,324028_122621,16.578308,-3.0938854,50.992943,-3.0839992,50.997944
283252_180999,284069_180930,15.282003,-3.6839097,51.515816,-3.6721275,51.515358
283252_180999,282643_181028,11.4126625,-3.6839097,51.515816,-3.6926932,51.515953
283252_180999,282658_181067,11.157279,-3.6839097,51.515816,-3.6924982,51.516304
284069_180930,283252_180999,15.282003,-3.6721275,51.515358,-3.6839097,51.515816
284069_180930,284084_180930,0.27961704,-3.6721275,51.515358,-3.6719115,51.51536
284055_180948,283246_181021,15.139026,-3.6723351,51.515514,-3.6840024,51.51601
284055_180948,284070_180948,0.27961704,-3.6723351,51.515514,-3.672119,51.51552
283246_181021,284055_180948,15.139026,-3.6840024,51.51601,-3.6723351,51.515514
283246_181021,282646_181140,11.509597,-3.6840024,51.51601,-3.692687,51.516953
283246_181021,282659_181087,11.016166,-3.6840024,51.51601,-3.692484,51.51648
324041_122609,323331_122057,16.742165,-3.0838113,50.997837,-3.093797,50.992786
324041_122609,324446_122943,9.790325,-3.0838113,50.997837,-3.0781107,51.000893
328461_186261,328412_185942,6.0218325,-3.033606,51.57066,-3.0342479,51.567783
328461_186261,328363_185948,6.1185803,-3.033606,51.57066,-3.034956,51.567833
328461_186261,328580_186961,13.252357,-3.033606,51.57066,-3.032032,51.576965
328412_185942,328461_186261,6.0218325,-3.0342479,51.567783,-3.033606,51.57066
328412_185942,328402_185826,2.2035687,-3.0342479,51.567783,-3.0343685,51.566742
328412_185942,328522_185840,4.289698,-3.0342479,51.567783,-3.0326405,51.566883
328017_185318,328275_185557,6.5792027,-3.0398178,51.562122,-3.0361454,51.564304
328017_185318,328175_185554,5.295947,-3.0398178,51.562122,-3.0375872,51.564266
328017_185318,327848_185115,4.9145494,-3.0398178,51.562122,-3.0422106,51.560284
328275_185557,328017_185318,6.5792027,-3.0361454,51.564304,-3.0398178,51.562122
328275_185557,328382_185699,3.3171902,-3.0361454,51.564304,-3.034631,51.565598
328382_185699,328275_185557,3.3171902,-3.034631,51.565598,-3.0361454,51.564304
328402_185826,328412_185942,2.2035687,-3.0343685,51.566742,-3.0342479,51.567783
328312_185659,328175_185554,3.2554882,-3.0356326,51.565228,-3.0375872,51.564266
328363_185948,328386_185887,1.2195032,-3.034956,51.567833,-3.0346117,51.567287
328363_185948,328354_185970,0.4430998,-3.034956,51.567833,-3.0350902,51.568027
328363_185948,328461_186261,6.1185803,-3.034956,51.567833,-3.033606,51.57066
328363_185948,328321_185841,2.142985,-3.034956,51.567833,-3.0355399,51.566864
328386_185887,328363_185948,1.2195032,-3.0346117,51.567287,-3.034956,51.567833
328386_185887,328367_185833,1.138787,-3.0346117,51.567287,-3.0348747,51.5668
328367_185833,328386_185887,1.138787,-3.0348747,51.5668,-3.0346117,51.567287
328354_185970,328363_185948,0.4430998,-3.0350902,51.568027,-3.034956,51.567833
328354_185970,328305_185849,2.433973,-3.0350902,51.568027,-3.0357723,51.566933
328354_185970,328480_186432,8.937492,-3.0350902,51.568027,-3.033367,51.572197
328354_185970,328480_186432,9.193436,-3.0350902,51.568027,-3.033367,51.572197
282643_181028,283252_180999,11.4126625,-3.6926932,51.515953,-3.6839097,51.515816
304801_114055,304728_113962,2.21233,-3.3556597,50.918076,-3.356682,50.91723
304801_114055,305153_114437,9.698051,-3.3556597,50.918076,-3.350752,50.921574
304728_113962,304801_114055,2.21233,-3.356682,50.91723,-3.3556597,50.918076
304728_113962,304534_113706,5.976162,-3.356682,50.91723,-3.3593678,50.914898
304482_113670,303343_111377,47.83148,-3.3601072,50.914566,-3.3756936,50.893757
304482_113670,304679_114011,7.402768,-3.3601072,50.914566,-3.357392,50.917664
304482_113670,304712_113974,7.108238,-3.3601072,50.914566,-3.3569043,50.91733
303343_111377,304482_113670,47.83148,-3.3756936,50.893757,-3.3601072,50.914566
303343_111377,302966_109908,28.35466,-3.3756936,50.893757,-3.380666,50.880486
304534_113706,303358_111363,48.98779,-3.3593678,50.914898,-3.375469,50.893642
304534_113706,304728_113962,5.976162,-3.3593678,50.914898,-3.356682,50.91723
304534_113706,304802_113939,6.6914225,-3.3593678,50.914898,-3.3556254,50.917034
303358_111363,304534_113706,48.98779,-3.375469,50.893642,-3.3593678,50.914898
303358_111363,302988_109924,27.798595,-3.375469,50.893642,-3.3803575,50.880634
305695_114923,307135_115760,31.148407,-3.343177,50.926025,-3.322913,50.933784
305695_114923,305153_114437,13.556952,-3.343177,50.926025,-3.350752,50.921574
304788_114066,304712_113974,2.2235148,-3.3558483,50.91817,-3.3569043,50.91733
304788_114066,305127_114440,9.414146,-3.3558483,50.91817,-3.3511333,50.921597
304712_113974,304788_114066,2.2235148,-3.3569043,50.91733,-3.3558483,50.91817
304712_113974,304482_113670,7.108238,-3.3569043,50.91733,-3.3601072,50.914566
304679_114011,304482_113670,7.402768,-3.357392,50.917664,-3.3601072,50.914566
304802_113939,304534_113706,6.6914225,-3.3556254,50.917034,-3.3593678,50.914898
289953_182807,290649_182800,12.988399,-3.5879526,51.533413,-3.577912,51.53348
289953_182807,289908_182806,0.83903754,-3.5879526,51.533413,-3.5886009,51.533398
290649_182800,289953_182807,12.988399,-3.577912,51.53348,-3.5879526,51.533413
290649_182800,291025_182688,7.3876686,-3.577912,51.53348,-3.572467,51.532547
290649_182800,291012_182774,6.7747483,-3.577912,51.53348,-3.5726817,51.533314
289684_182805,289908_182806,4.1769195,-3.5918293,51.533337,-3.5886009,51.533398
289684_182805,289391_182803,5.4506683,-3.5918293,51.533337,-3.5960426,51.533264
289908_182806,289684_182805,4.1769195,-3.5886009,51.533398,-3.5918293,51.533337
289908_182806,289953_182807,0.83903754,-3.5886009,51.533398,-3.5879526,51.533413
302892_180548,304346_180503,27.257256,-3.4008508,51.515476,-3.3798902,51.51532
302892_180548,302136_180369,14.475215,-3.4008508,51.515476,-3.4116786,51.513744
304346_180503,302892_180548,27.257256,-3.3798902,51.51532,-3.4008508,51.515476
304346_180503,305487_180089,22.689058,-3.3798902,51.51532,-3.3633418,51.51179
305487_180089,304346_180503,22.689058,-3.3633418,51.51179,-3.3798902,51.51532
305487_180089,305777_179960,5.9166965,-3.3633418,51.51179,-3.3591294,51.51068
305487_180089,305779_179886,6.6914225,-3.3633418,51.51179,-3.359081,51.510017
314557_118886,313569_118488,19.910784,-3.218043,50.96304,-3.2320244,50.95931
314557_118886,315216_119314,14.647086,-3.218043,50.96304,-3.208772,50.96698
313569_118488,314557_118886,19.910784,-3.2320244,50.95931,-3.218043,50.96304
313569_118488,313187_118387,7.3666043,-3.2320244,50.95931,-3.237438,50.958344
314556_118905,313558_118503,20.107635,-3.2180655,50.963207,-3.2321846,50.959442
314556_118905,315208_119328,14.487518,-3.2180655,50.963207,-3.208889,50.967106
313558_118503,314556_118905,20.107635,-3.2321846,50.959442,-3.2180655,50.963207
313558_118503,313182_118404,7.2484193,-3.2321846,50.959442,-3.2375133,50.958496
315216_119314,314557_118886,14.647086,-3.208772,50.96698,-3.218043,50.96304
315216_119314,315983_119803,16.99643,-3.208772,50.96698,-3.197965,50.97149
315208_119328,314556_118905,14.487518,-3.208889,50.967106,-3.2180655,50.963207
315208_119328,316000_119831,17.533293,-3.208889,50.967106,-3.1977293,50.971745
326585_126187,325790_125227,23.216417,-3.0482905,51.03034,-3.059415,51.021606
326585_126187,326969_126650,11.2130165,-3.0482905,51.03034,-3.042909,51.03455
325790_125227,326585_126187,23.216417,-3.059415,51.021606,-3.0482905,51.03034
325790_125227,325565_124827,8.600275,-3.059415,51.021606,-3.0625536,51.01798
325790_125227,325534_124858,8.400442,-3.059415,51.021606,-3.0630019,51.018253
325765_125229,326571_126198,23.474596,-3.059772,51.021626,-3.0484922,51.030434
325765_125229,325518_124867,8.197999,-3.059772,51.021626,-3.0632317,51.01833
325765_125229,325455_124891,8.733,-3.059772,51.021626,-3.0641346,51.01854
326571_126198,325765_125229,23.474596,-3.0484922,51.030434,-3.059772,51.021626
326571_126198,326953_126657,11.1319275,-3.0484922,51.030434,-3.0431385,51.03461
325565_124827,325790_125227,8.600275,-3.0625536,51.01798,-3.059415,51.021606
325518_124867,325765_125229,8.197999,-3.0632317,51.01833,-3.059772,51.021626
325518_124867,325463_124763,2.1933162,-3.0632317,51.01833,-3.0639944,51.017387
325534_124858,325790_125227,8.400442,-3.0630019,51.018253,-3.059415,51.021606
325534_124858,325478_124755,2.1862326,-3.0630019,51.018253,-3.0637789,51.01732
325455_124891,325765_125229,8.733,-3.0641346,51.01854,-3.059772,51.021626
296614_180378,297384_180592,14.915519,-3.4912336,51.512836,-3.4802136,51.514896
296614_180378,296218_180379,7.433899,-3.4912336,51.512836,-3.4969456,51.51277
296614_180378,296163_180419,8.512848,-3.4912336,51.512836,-3.4977524,51.51312
297384_180592,296614_180378,14.915519,-3.4802136,51.514896,-3.4912336,51.512836
297384_180592,297976_180651,11.12764,-3.4802136,51.514896,-3.4717023,51.515533
296639_180401,297381_180611,14.390957,-3.4908874,51.51305,-3.4802625,51.515068
296639_180401,296170_180439,8.850625,-3.4908874,51.51305,-3.4976575,51.5133
296639_180401,296188_180495,8.940848,-3.4908874,51.51305,-3.4974139,51.513813
297381_180611,296639_180401,14.390957,-3.4802625,51.515068,-3.4908874,51.51305
297381_180611,297980_180670,11.264466,-3.4802625,51.515068,-3.4716504,51.515705
296054_180529,295693_180718,7.7250733,-3.499354,51.51409,-3.5046084,51.515728
295693_180718,296054_180529,7.7250733,-3.5046084,51.515728,-3.499354,51.51409
295693_180718,296026_180491,7.563268,-3.5046084,51.515728,-3.4997375,51.51375
295693_180718,295682_180729,0.28259963,-3.5046084,51.515728,-3.5047731,51.515816
295680_180697,296007_180423,7.983253,-3.5047824,51.515537,-3.4999967,51.513134
295680_180697,296018_180472,7.5945854,-3.5047824,51.515537,-3.4998522,51.513577
295680_180697,295671_180707,0.24904558,-3.5047824,51.515537,-3.504925,51.515617
296007_180423,295680_180697,7.983253,-3.4999967,51.513134,-3.5047824,51.515537
296018_180472,295680_180697,7.5945854,-3.4998522,51.513577,-3.5047824,51.515537
296018_180472,296163_180419,2.881547,-3.4998522,51.513577,-3.4977524,51.51312
296026_180491,295693_180718,7.563268,-3.4997375,51.51375,-3.5046084,51.515728
296026_180491,296170_180439,2.8528395,-3.4997375,51.51375,-3.4976575,51.5133
296170_180439,296639_180401,8.850625,-3.4976575,51.5133,-3.4908874,51.51305
296170_180439,296026_180491,2.8528395,-3.4976575,51.5133,-3.4997375,51.51375
296188_180495,296639_180401,8.940848,-3.4974139,51.513813,-3.4908874,51.51305
296218_180379,296614_180378,7.433899,-3.4969456,51.51277,-3.4912336,51.512836
296218_180379,296132_180373,1.6422842,-3.4969456,51.51277,-3.4981854,51.5127
296163_180419,296614_180378,8.512848,-3.4977524,51.51312,-3.4912336,51.512836
296163_180419,296018_180472,2.881547,-3.4977524,51.51312,-3.4998522,51.513577
295671_180707,295680_180697,0.24904558,-3.504925,51.515617,-3.5047824,51.515537
295671_180707,294189_181942,36.771877,-3.504925,51.515617,-3.5266461,51.526443
295682_180729,295693_180718,0.28259963,-3.5047731,51.515816,-3.5046084,51.515728
295682_180729,294216_181943,36.30268,-3.5047731,51.515816,-3.5262573,51.526455
296848_91759,296745_91469,5.794597,-3.4624906,50.71628,-3.4638622,50.71365
296848_91759,296868_92801,19.419777,-3.4624906,50.71628,-3.4625065,50.725643
296848_91759,296776_91425,6.403603,-3.4624906,50.71628,-3.463424,50.713257
296745_91469,296848_91759,5.794597,-3.4638622,50.71365,-3.4624906,50.71628
296745_91469,296685_91446,1.2057087,-3.4638622,50.71365,-3.4647124,50.713436
296745_91469,296721_91440,0.70314366,-3.4638622,50.71365,-3.4641984,50.71339
296685_91446,296745_91469,1.2057087,-3.4647124,50.713436,-3.4638622,50.71365
296721_91440,296745_91469,0.70314366,-3.4641984,50.71339,-3.4638622,50.71365
319045_120222,317642_120040,26.432013,-3.154448,50.975697,-3.174382,50.97386
319045_120222,319058_120225,0.23842013,-3.154448,50.975697,-3.154271,50.975723
317642_120040,319045_120222,26.432013,-3.174382,50.97386,-3.154448,50.975697
317642_120040,316798_120031,15.758099,-3.174382,50.97386,-3.1864123,50.973656
317647_120022,319015_120198,25.785353,-3.1743207,50.973698,-3.1548717,50.975475
317647_120022,316819_120012,15.438776,-3.1743207,50.973698,-3.1861088,50.973488
319015_120198,317647_120022,25.785353,-3.1548717,50.975475,-3.1743207,50.973698
319015_120198,319052_120207,0.70426214,-3.1548717,50.975475,-3.1543548,50.97557
319052_120207,320140_120448,20.800898,-3.1543548,50.97557,-3.1389027,50.97788
319052_120207,319015_120198,0.70426214,-3.1543548,50.97557,-3.1548717,50.975475
320140_120448,319052_120207,20.800898,-3.1389027,50.97788,-3.1543548,50.97557
320140_120448,320221_120455,1.4998659,-3.1389027,50.97788,-3.1377625,50.977955
320079_120459,319058_120225,19.547281,-3.1397755,50.977974,-3.154271,50.975723
320079_120459,320224_120474,2.7031512,-3.1397755,50.977974,-3.137724,50.978127
319058_120225,320079_120459,19.547281,-3.154271,50.975723,-3.1397755,50.977974
319058_120225,319045_120222,0.23842013,-3.154271,50.975723,-3.154448,50.975697
320224_120474,320079_120459,2.7031512,-3.137724,50.978127,-3.1397755,50.977974
320224_120474,321039_120579,15.332894,-3.137724,50.978127,-3.12614,50.979183
320221_120455,320140_120448,1.4998659,-3.1377625,50.977955,-3.1389027,50.97788
320221_120455,321037_120560,15.350976,-3.1377625,50.977955,-3.1261644,50.97901
296858_93138,296858_93144,0.10439036,-3.4627426,50.728676,-3.4627442,50.728725
296858_93138,296868_92801,6.296044,-3.4627426,50.728676,-3.4625065,50.725643
296858_93144,296858_93138,0.10439036,-3.4627442,50.728725,-3.4627426,50.728676
296858_93144,296857_93161,0.32062754,-3.4627442,50.728725,-3.4627504,50.72888
296920_93178,296916_93237,1.1110117,-3.4618754,50.729042,-3.461935,50.729576
296916_93237,296920_93178,1.1110117,-3.461935,50.729576,-3.4618754,50.729042
296916_93237,296957_93178,1.402559,-3.461935,50.729576,-3.4613395,50.729053
296916_93237,296911_93608,6.9091506,-3.461935,50.729576,-3.4621234,50.732906
296957_93178,296916_93237,1.402559,-3.4613395,50.729053,-3.461935,50.729576
296891_93148,296891_93142,0.0984252,-3.4622772,50.728767,-3.4622757,50.72872
296891_93148,296891_93165,0.31596726,-3.4622772,50.728767,-3.4622827,50.72892
296891_93142,296891_93148,0.0984252,-3.4622757,50.72872,-3.4622772,50.728767
296891_93142,296892_92800,6.389622,-3.4622757,50.72872,-3.4621663,50.72564
296874_93146,296873_93140,0.10252625,-3.4625182,50.72875,-3.4625182,50.7287
296874_93146,296874_93162,0.31466237,-3.4625182,50.72875,-3.4625208,50.728897
296873_93140,296874_93146,0.10252625,-3.4625182,50.7287,-3.4625182,50.72875
296873_93140,296868_92801,6.3305297,-3.4625182,50.7287,-3.4625065,50.725643
297053_93161,297148_93179,1.7962599,-3.4599743,50.72892,-3.458639,50.729095
297053_93161,296892_92800,8.433996,-3.4599743,50.72892,-3.4621663,50.72564
297148_93179,297053_93161,1.7962599,-3.458639,50.729095,-3.4599743,50.72892
296857_93161,296858_93171,0.18436083,-3.4627504,50.72888,-3.4627507,50.72897
296857_93161,296858_93144,0.32062754,-3.4627504,50.72888,-3.4627442,50.728725
296858_93171,296857_93161,0.18436083,-3.4627507,50.72897,-3.4627504,50.72888
296858_93171,296689_93232,6.105159,-3.4627507,50.72897,-3.4651625,50.72949
296689_93232,296736_93136,2.10533,-3.4651625,50.72949,-3.4644682,50.728638
296689_93232,296701_93122,2.0693526,-3.4651625,50.72949,-3.4649618,50.7285
296689_93232,296858_93171,6.105159,-3.4651625,50.72949,-3.4627507,50.72897
296736_93136,296689_93232,2.10533,-3.4644682,50.728638,-3.4651625,50.72949
296892_92800,296891_93142,6.389622,-3.4621663,50.72564,-3.4622757,50.72872
296892_92800,297053_93161,8.433996,-3.4621663,50.72564,-3.4599743,50.72892
296892_92800,296875_91767,19.24604,-3.4621663,50.72564,-3.4621115,50.71636
296868_92801,296858_93138,6.296044,-3.4625065,50.725643,-3.4627426,50.728676
296868_92801,296873_93140,6.3305297,-3.4625065,50.725643,-3.4625182,50.7287
296868_92801,296848_91759,19.419777,-3.4625065,50.725643,-3.4624906,50.71628
296891_93175,296911_93608,8.071612,-3.4622858,50.72902,-3.4621234,50.732906
296891_93175,296891_93165,0.20076504,-3.4622858,50.72902,-3.4622827,50.72892
296892_93610,296874_93173,8.151583,-3.462393,50.73292,-3.4625258,50.728992
296892_93610,296680_93147,10.088397,-3.462393,50.73292,-3.4652662,50.72872
296892_93610,296931_93885,5.187083,-3.462393,50.73292,-3.4619048,50.735405
296874_93173,296892_93610,8.151583,-3.4625258,50.728992,-3.462393,50.73292
296874_93173,296874_93162,0.19591834,-3.4625258,50.728992,-3.4625208,50.728897
296701_93122,296689_93232,2.0693526,-3.4649618,50.7285,-3.4651625,50.72949
296874_93162,296874_93173,0.19591834,-3.4625208,50.728897,-3.4625258,50.728992
296874_93162,296874_93146,0.31466237,-3.4625208,50.728897,-3.4625182,50.72875
296891_93165,296891_93175,0.20076504,-3.4622827,50.72892,-3.4622858,50.72902
296891_93165,296891_93148,0.31596726,-3.4622827,50.72892,-3.4622772,50.728767
279627_186124,279700_185818,5.8993607,-3.7378898,51.561108,-3.7367325,51.558372
279375_186507,279503_186252,5.3188753,-3.7416549,51.564495,-3.7397215,51.562233
279375_186507,279570_186256,5.941489,-3.7416549,51.564495,-3.738757,51.562283
279375_186507,278857_187458,20.23831,-3.7416549,51.564495,-3.7494526,51.57293
279375_186507,278857_187458,20.23831,-3.7416549,51.564495,-3.7494526,51.57293
279570_186256,279375_186507,5.941489,-3.738757,51.562283,-3.7416549,51.564495
281842_181180,280801_182058,26.372921,-3.7042904,51.517143,-3.7195835,51.524815
281842_181180,282182_181139,6.384962,-3.7042904,51.517143,-3.699379,51.516846
280801_182058,281842_181180,26.372921,-3.7195835,51.524815,-3.7042904,51.517143
280801_182058,280274_183358,26.202913,-3.7195835,51.524815,-3.7276185,51.536385
280785_182049,280260_183337,25.96468,-3.719811,51.52474,-3.7278132,51.536194
280785_182049,281833_181159,26.634083,-3.719811,51.52474,-3.7044132,51.516953
